id_frame,quantity,img_center
rgb_112.png,35,rgb_117.png
rgb_113.png,32,rgb_117.png
rgb_114.png,32,rgb_117.png
rgb_115.png,30,rgb_117.png
rgb_116.png,31,rgb_117.png
rgb_117.png,28,rgb_117.png
rgb_118.png,23,rgb_117.png
rgb_119.png,18,rgb_117.png
rgb_120.png,18,rgb_117.png
rgb_121.png,18,rgb_117.png
rgb_122.png,17,rgb_117.png
rgb_173.png,7,rgb_178.png
rgb_174.png,8,rgb_178.png
rgb_175.png,8,rgb_178.png
rgb_176.png,8,rgb_178.png
rgb_177.png,8,rgb_178.png
rgb_178.png,7,rgb_178.png
rgb_179.png,6,rgb_178.png
rgb_180.png,6,rgb_178.png
rgb_181.png,6,rgb_178.png
rgb_182.png,7,rgb_178.png
rgb_183.png,7,rgb_178.png
rgb_245.png,12,rgb_250.png
rgb_246.png,12,rgb_250.png
rgb_247.png,12,rgb_250.png
rgb_248.png,12,rgb_250.png
rgb_249.png,13,rgb_250.png
rgb_250.png,12,rgb_250.png
rgb_251.png,13,rgb_250.png
rgb_252.png,13,rgb_250.png
rgb_253.png,13,rgb_250.png
rgb_254.png,12,rgb_250.png
rgb_255.png,12,rgb_250.png
rgb_320.png,16,rgb_325.png
rgb_321.png,15,rgb_325.png
rgb_322.png,18,rgb_325.png
rgb_323.png,17,rgb_325.png
rgb_324.png,17,rgb_325.png
rgb_325.png,19,rgb_325.png
rgb_326.png,19,rgb_325.png
rgb_327.png,17,rgb_325.png
rgb_328.png,18,rgb_325.png
rgb_329.png,16,rgb_325.png
rgb_330.png,19,rgb_325.png
rgb_456.png,17,rgb_461.png
rgb_457.png,15,rgb_461.png
rgb_458.png,15,rgb_461.png
rgb_459.png,15,rgb_461.png
rgb_460.png,15,rgb_461.png
rgb_461.png,15,rgb_461.png
rgb_462.png,16,rgb_461.png
rgb_463.png,14,rgb_461.png
rgb_464.png,14,rgb_461.png
rgb_465.png,14,rgb_461.png
rgb_466.png,13,rgb_461.png
rgb_521.png,17,rgb_526.png
rgb_522.png,16,rgb_526.png
rgb_523.png,15,rgb_526.png
rgb_524.png,16,rgb_526.png
rgb_525.png,13,rgb_526.png
rgb_526.png,13,rgb_526.png
rgb_527.png,14,rgb_526.png
rgb_528.png,12,rgb_526.png
rgb_529.png,12,rgb_526.png
rgb_530.png,12,rgb_526.png
rgb_531.png,11,rgb_526.png
rgb_590.png,26,rgb_595.png
rgb_591.png,27,rgb_595.png
rgb_592.png,25,rgb_595.png
rgb_593.png,30,rgb_595.png
rgb_594.png,26,rgb_595.png
rgb_595.png,31,rgb_595.png
rgb_596.png,29,rgb_595.png
rgb_597.png,33,rgb_595.png
rgb_598.png,32,rgb_595.png
rgb_599.png,33,rgb_595.png
rgb_600.png,36,rgb_595.png
rgb_646.png,20,rgb_651.png
rgb_647.png,18,rgb_651.png
rgb_648.png,15,rgb_651.png
rgb_649.png,14,rgb_651.png
rgb_650.png,13,rgb_651.png
rgb_651.png,14,rgb_651.png
rgb_652.png,14,rgb_651.png
rgb_653.png,16,rgb_651.png
rgb_654.png,19,rgb_651.png
rgb_655.png,21,rgb_651.png
rgb_656.png,22,rgb_651.png
rgb_714.png,35,rgb_719.png
rgb_715.png,31,rgb_719.png
rgb_716.png,29,rgb_719.png
rgb_717.png,27,rgb_719.png
rgb_718.png,28,rgb_719.png
rgb_719.png,28,rgb_719.png
rgb_720.png,27,rgb_719.png
rgb_721.png,29,rgb_719.png
rgb_722.png,24,rgb_719.png
rgb_723.png,22,rgb_719.png
rgb_724.png,21,rgb_719.png
rgb_793.png,20,rgb_798.png
rgb_794.png,20,rgb_798.png
rgb_795.png,22,rgb_798.png
rgb_796.png,23,rgb_798.png
rgb_797.png,24,rgb_798.png
rgb_798.png,22,rgb_798.png
rgb_799.png,21,rgb_798.png
rgb_800.png,24,rgb_798.png
rgb_801.png,22,rgb_798.png
rgb_802.png,22,rgb_798.png
rgb_803.png,20,rgb_798.png
rgb_857.png,12,rgb_862.png
rgb_858.png,11,rgb_862.png
rgb_859.png,11,rgb_862.png
rgb_860.png,11,rgb_862.png
rgb_861.png,12,rgb_862.png
rgb_862.png,12,rgb_862.png
rgb_863.png,13,rgb_862.png
rgb_864.png,14,rgb_862.png
rgb_865.png,13,rgb_862.png
rgb_866.png,14,rgb_862.png
rgb_867.png,13,rgb_862.png
rgb_919.png,19,rgb_924.png
rgb_920.png,17,rgb_924.png
rgb_921.png,16,rgb_924.png
rgb_922.png,17,rgb_924.png
rgb_923.png,15,rgb_924.png
rgb_924.png,17,rgb_924.png
rgb_925.png,17,rgb_924.png
rgb_926.png,17,rgb_924.png
rgb_927.png,16,rgb_924.png
rgb_928.png,17,rgb_924.png
rgb_929.png,21,rgb_924.png
rgb_982.png,21,rgb_987.png
rgb_983.png,21,rgb_987.png
rgb_984.png,23,rgb_987.png
rgb_985.png,21,rgb_987.png
rgb_986.png,21,rgb_987.png
rgb_987.png,25,rgb_987.png
rgb_988.png,24,rgb_987.png
rgb_989.png,24,rgb_987.png
rgb_990.png,27,rgb_987.png
rgb_991.png,26,rgb_987.png
rgb_992.png,21,rgb_987.png
rgb_1036.png,24,rgb_1041.png
rgb_1037.png,23,rgb_1041.png
rgb_1038.png,20,rgb_1041.png
rgb_1039.png,21,rgb_1041.png
rgb_1040.png,22,rgb_1041.png
rgb_1041.png,22,rgb_1041.png
rgb_1042.png,25,rgb_1041.png
rgb_1043.png,22,rgb_1041.png
rgb_1044.png,22,rgb_1041.png
rgb_1045.png,24,rgb_1041.png
rgb_1046.png,23,rgb_1041.png
rgb_1102.png,16,rgb_1107.png
rgb_1103.png,15,rgb_1107.png
rgb_1104.png,19,rgb_1107.png
rgb_1105.png,17,rgb_1107.png
rgb_1106.png,18,rgb_1107.png
rgb_1107.png,16,rgb_1107.png
rgb_1108.png,17,rgb_1107.png
rgb_1109.png,18,rgb_1107.png
rgb_1110.png,21,rgb_1107.png
rgb_1111.png,18,rgb_1107.png
rgb_1112.png,18,rgb_1107.png
rgb_1247.png,26,rgb_1252.png
rgb_1248.png,32,rgb_1252.png
rgb_1249.png,28,rgb_1252.png
rgb_1250.png,24,rgb_1252.png
rgb_1251.png,25,rgb_1252.png
rgb_1252.png,26,rgb_1252.png
rgb_1253.png,26,rgb_1252.png
rgb_1254.png,30,rgb_1252.png
rgb_1255.png,32,rgb_1252.png
rgb_1256.png,27,rgb_1252.png
rgb_1257.png,25,rgb_1252.png
rgb_1331.png,26,rgb_1336.png
rgb_1332.png,25,rgb_1336.png
rgb_1333.png,25,rgb_1336.png
rgb_1334.png,22,rgb_1336.png
rgb_1335.png,22,rgb_1336.png
rgb_1336.png,20,rgb_1336.png
rgb_1337.png,19,rgb_1336.png
