id_frame,quantity,img_center
rgb_75.png,18,rgb_80.png
rgb_76.png,18,rgb_80.png
rgb_77.png,21,rgb_80.png
rgb_78.png,19,rgb_80.png
rgb_79.png,21,rgb_80.png
rgb_80.png,19,rgb_80.png
rgb_81.png,17,rgb_80.png
rgb_82.png,19,rgb_80.png
rgb_83.png,17,rgb_80.png
rgb_84.png,15,rgb_80.png
rgb_85.png,17,rgb_80.png
rgb_125.png,19,rgb_130.png
rgb_126.png,20,rgb_130.png
rgb_127.png,18,rgb_130.png
rgb_128.png,17,rgb_130.png
rgb_129.png,16,rgb_130.png
rgb_130.png,15,rgb_130.png
rgb_131.png,15,rgb_130.png
rgb_132.png,12,rgb_130.png
rgb_133.png,18,rgb_130.png
rgb_134.png,17,rgb_130.png
rgb_135.png,15,rgb_130.png
rgb_167.png,27,rgb_172.png
rgb_168.png,24,rgb_172.png
rgb_169.png,26,rgb_172.png
rgb_170.png,30,rgb_172.png
rgb_171.png,34,rgb_172.png
rgb_172.png,29,rgb_172.png
rgb_173.png,29,rgb_172.png
rgb_174.png,27,rgb_172.png
rgb_175.png,24,rgb_172.png
rgb_176.png,24,rgb_172.png
rgb_177.png,24,rgb_172.png
rgb_209.png,31,rgb_214.png
rgb_210.png,27,rgb_214.png
rgb_211.png,22,rgb_214.png
rgb_212.png,25,rgb_214.png
rgb_213.png,22,rgb_214.png
rgb_214.png,18,rgb_214.png
rgb_215.png,21,rgb_214.png
rgb_216.png,20,rgb_214.png
rgb_217.png,19,rgb_214.png
rgb_218.png,15,rgb_214.png
rgb_219.png,13,rgb_214.png
rgb_249.png,25,rgb_254.png
rgb_250.png,27,rgb_254.png
rgb_251.png,25,rgb_254.png
rgb_252.png,20,rgb_254.png
rgb_253.png,20,rgb_254.png
rgb_254.png,20,rgb_254.png
rgb_255.png,17,rgb_254.png
rgb_256.png,14,rgb_254.png
rgb_257.png,11,rgb_254.png
rgb_258.png,11,rgb_254.png
rgb_259.png,12,rgb_254.png
rgb_285.png,21,rgb_290.png
rgb_286.png,20,rgb_290.png
rgb_287.png,18,rgb_290.png
rgb_288.png,19,rgb_290.png
rgb_289.png,17,rgb_290.png
rgb_290.png,18,rgb_290.png
rgb_291.png,18,rgb_290.png
rgb_292.png,17,rgb_290.png
rgb_293.png,14,rgb_290.png
rgb_294.png,13,rgb_290.png
rgb_295.png,13,rgb_290.png
rgb_329.png,23,rgb_334.png
rgb_330.png,23,rgb_334.png
rgb_331.png,19,rgb_334.png
rgb_332.png,20,rgb_334.png
rgb_333.png,18,rgb_334.png
rgb_334.png,15,rgb_334.png
rgb_335.png,16,rgb_334.png
rgb_336.png,18,rgb_334.png
rgb_337.png,17,rgb_334.png
rgb_338.png,14,rgb_334.png
rgb_339.png,16,rgb_334.png
rgb_369.png,8,rgb_374.png
rgb_370.png,10,rgb_374.png
rgb_371.png,12,rgb_374.png
rgb_372.png,14,rgb_374.png
rgb_373.png,16,rgb_374.png
rgb_374.png,16,rgb_374.png
rgb_375.png,20,rgb_374.png
rgb_376.png,22,rgb_374.png
rgb_377.png,21,rgb_374.png
rgb_378.png,20,rgb_374.png
rgb_379.png,20,rgb_374.png
rgb_449.png,12,rgb_454.png
rgb_450.png,18,rgb_454.png
rgb_451.png,21,rgb_454.png
rgb_452.png,23,rgb_454.png
rgb_453.png,21,rgb_454.png
rgb_454.png,20,rgb_454.png
rgb_455.png,18,rgb_454.png
rgb_456.png,19,rgb_454.png
rgb_457.png,20,rgb_454.png
rgb_458.png,17,rgb_454.png
rgb_459.png,18,rgb_454.png
rgb_481.png,21,rgb_486.png
rgb_482.png,17,rgb_486.png
rgb_483.png,17,rgb_486.png
rgb_484.png,18,rgb_486.png
rgb_485.png,21,rgb_486.png
rgb_486.png,19,rgb_486.png
rgb_487.png,18,rgb_486.png
rgb_488.png,23,rgb_486.png
rgb_489.png,21,rgb_486.png
rgb_490.png,22,rgb_486.png
rgb_491.png,20,rgb_486.png
rgb_518.png,13,rgb_523.png
rgb_519.png,11,rgb_523.png
rgb_520.png,11,rgb_523.png
rgb_521.png,12,rgb_523.png
